feature,method,model,importance,selected,Method
gender_P_Female,Permutation Importance,Random Forest,0.0038461538461538325,1,Permutation Importance - Random Forest
incen_pay,Permutation Importance,Random Forest,0.006868131868131844,1,Permutation Importance - Random Forest
incen_NonSTEM,Permutation Importance,Random Forest,0.00027472527472527375,1,Permutation Importance - Random Forest
vacnc_STEM,Permutation Importance,Gradient Boosting,-0.0005494505494505475,0,Permutation Importance - Gradient Boosting
num_dependents,Permutation Importance,Gradient Boosting,0.005769230769230837,1,Permutation Importance - Gradient Boosting
region_Northeast,Permutation Importance,Gradient Boosting,0.0,0,Permutation Importance - Gradient Boosting
region_West,Permutation Importance,Gradient Boosting,0.004945054945055016,1,Permutation Importance - Gradient Boosting
married,Permutation Importance,Gradient Boosting,-0.0010989010989010505,0,Permutation Importance - Gradient Boosting
race_T_White,Permutation Importance,Gradient Boosting,0.001648351648351709,1,Permutation Importance - Gradient Boosting
race_T_Black,Permutation Importance,Gradient Boosting,0.0,0,Permutation Importance - Gradient Boosting
race_T_Hispanic,Permutation Importance,Gradient Boosting,0.00027472527472527375,1,Permutation Importance - Gradient Boosting
gender_T_Female,Permutation Importance,Gradient Boosting,0.0,0,Permutation Importance - Gradient Boosting
summer_teaching,Permutation Importance,Gradient Boosting,0.0032967032967033518,1,Permutation Importance - Gradient Boosting
nonteaching_job,Permutation Importance,Gradient Boosting,-0.0008241758241758212,0,Permutation Importance - Gradient Boosting
nonschool_job,Permutation Importance,Gradient Boosting,0.00027472527472527375,1,Permutation Importance - Gradient Boosting
extracur_act,Permutation Importance,Gradient Boosting,0.0010989010989011394,1,Permutation Importance - Gradient Boosting
merit_pay,Permutation Importance,Gradient Boosting,0.0,0,Permutation Importance - Gradient Boosting
union_member,Permutation Importance,Gradient Boosting,0.0046703296703297205,1,Permutation Importance - Gradient Boosting
BA_major_STEM,Permutation Importance,Gradient Boosting,-0.0019230769230769162,0,Permutation Importance - Gradient Boosting
MA_major_STEM,Permutation Importance,Gradient Boosting,0.0,0,Permutation Importance - Gradient Boosting
field_cert_Regular,Permutation Importance,Gradient Boosting,-0.0027472527472527375,0,Permutation Importance - Gradient Boosting
deg_T_MA,Permutation Importance,Gradient Boosting,0.00576923076923086,1,Permutation Importance - Gradient Boosting
pd_time,Permutation Importance,Gradient Boosting,0.0,0,Permutation Importance - Gradient Boosting
pd_finance,Permutation Importance,Gradient Boosting,-0.001098901098901095,0,Permutation Importance - Gradient Boosting
remain_teaching,Permutation Importance,Gradient Boosting,0.060164835164835215,1,Permutation Importance - Gradient Boosting
field_STEM,Permutation Importance,Gradient Boosting,0.0,0,Permutation Importance - Gradient Boosting
hrs_taught_STEM,Permutation Importance,Gradient Boosting,-0.00439560439560438,0,Permutation Importance - Gradient Boosting
public_ft_exp,Permutation Importance,Gradient Boosting,0.09340659340659345,1,Permutation Importance - Gradient Boosting
public_pt_exp,Permutation Importance,Gradient Boosting,0.0038461538461539214,1,Permutation Importance - Gradient Boosting
private_ft_exp,Permutation Importance,Gradient Boosting,0.0,0,Permutation Importance - Gradient Boosting
field_same,Permutation Importance,Gradient Boosting,-0.001098901098901095,0,Permutation Importance - Gradient Boosting
full_time,Permutation Importance,Gradient Boosting,0.0010989010989011171,1,Permutation Importance - Gradient Boosting
teaches_7to12,Permutation Importance,Gradient Boosting,0.00027472527472527375,1,Permutation Importance - Gradient Boosting
new_teacher,Permutation Importance,Gradient Boosting,0.016483516483516536,1,Permutation Importance - Gradient Boosting
minority_students,Permutation Importance,Gradient Boosting,-0.00439560439560438,0,Permutation Importance - Gradient Boosting
FRPL_eligible_k12,Permutation Importance,Gradient Boosting,0.0035714285714286476,1,Permutation Importance - Gradient Boosting
stu_tch_ratio,Permutation Importance,Gradient Boosting,-0.0002747252747252515,0,Permutation Importance - Gradient Boosting
sch_type,Permutation Importance,Gradient Boosting,-0.00027472527472527375,0,Permutation Importance - Gradient Boosting
level_Elementary,Permutation Importance,Gradient Boosting,0.03818681318681325,1,Permutation Importance - Gradient Boosting
urbanicity,Permutation Importance,Gradient Boosting,-0.00027472527472527375,0,Permutation Importance - Gradient Boosting
title_I_receive,Permutation Importance,Gradient Boosting,0.0,0,Permutation Importance - Gradient Boosting
age_P,Permutation Importance,Gradient Boosting,0.001648351648351687,1,Permutation Importance - Gradient Boosting
salary_P,Permutation Importance,Gradient Boosting,-0.0010989010989010729,0,Permutation Importance - Gradient Boosting
yrs_P_this_sch,Permutation Importance,Gradient Boosting,0.0008241758241758435,1,Permutation Importance - Gradient Boosting
yrs_P_oth_schls,Permutation Importance,Gradient Boosting,0.000274725274725296,1,Permutation Importance - Gradient Boosting
yrs_tch_before_P,Permutation Importance,Gradient Boosting,-0.0008241758241758212,0,Permutation Importance - Gradient Boosting
yrs_tch_since_P,Permutation Importance,Gradient Boosting,0.001648351648351709,1,Permutation Importance - Gradient Boosting
deg_highest_P,Permutation Importance,Gradient Boosting,-0.00027472527472527375,0,Permutation Importance - Gradient Boosting
race_P_Black,Permutation Importance,Gradient Boosting,0.003296703296703374,1,Permutation Importance - Gradient Boosting
race_P_White,Permutation Importance,Gradient Boosting,0.0,0,Permutation Importance - Gradient Boosting
race_P_Hispanic,Permutation Importance,Gradient Boosting,0.0,0,Permutation Importance - Gradient Boosting
gender_P_Female,Permutation Importance,Gradient Boosting,0.001098901098901095,1,Permutation Importance - Gradient Boosting
incen_pay,Permutation Importance,Gradient Boosting,0.0,0,Permutation Importance - Gradient Boosting
incen_NonSTEM,Permutation Importance,Gradient Boosting,0.0,0,Permutation Importance - Gradient Boosting
vacnc_STEM,RFE,Ridge,0.0,0,RFE - Ridge
num_dependents,RFE,Ridge,1.0,1,RFE - Ridge
region_Northeast,RFE,Ridge,0.0,0,RFE - Ridge
region_West,RFE,Ridge,1.0,1,RFE - Ridge
married,RFE,Ridge,1.0,1,RFE - Ridge
race_T_White,RFE,Ridge,0.0,0,RFE - Ridge
race_T_Black,RFE,Ridge,0.0,0,RFE - Ridge
race_T_Hispanic,RFE,Ridge,0.0,0,RFE - Ridge
gender_T_Female,RFE,Ridge,0.0,0,RFE - Ridge
summer_teaching,RFE,Ridge,1.0,1,RFE - Ridge
nonteaching_job,RFE,Ridge,0.0,0,RFE - Ridge
nonschool_job,RFE,Ridge,0.0,0,RFE - Ridge
extracur_act,RFE,Ridge,1.0,1,RFE - Ridge
merit_pay,RFE,Ridge,0.0,0,RFE - Ridge
union_member,RFE,Ridge,1.0,1,RFE - Ridge
BA_major_STEM,RFE,Ridge,1.0,1,RFE - Ridge
MA_major_STEM,RFE,Ridge,0.0,0,RFE - Ridge
field_cert_Regular,RFE,Ridge,1.0,1,RFE - Ridge
deg_T_MA,RFE,Ridge,1.0,1,RFE - Ridge
pd_time,RFE,Ridge,0.0,0,RFE - Ridge
pd_finance,RFE,Ridge,0.0,0,RFE - Ridge
remain_teaching,RFE,Ridge,1.0,1,RFE - Ridge
field_STEM,RFE,Ridge,0.0,0,RFE - Ridge
hrs_taught_STEM,RFE,Ridge,0.0,0,RFE - Ridge
public_ft_exp,RFE,Ridge,1.0,1,RFE - Ridge
public_pt_exp,RFE,Ridge,1.0,1,RFE - Ridge
private_ft_exp,RFE,Ridge,0.0,0,RFE - Ridge
field_same,RFE,Ridge,1.0,1,RFE - Ridge
full_time,RFE,Ridge,0.0,0,RFE - Ridge
teaches_7to12,RFE,Ridge,0.0,0,RFE - Ridge
new_teacher,RFE,Ridge,1.0,1,RFE - Ridge
minority_students,RFE,Ridge,0.0,0,RFE - Ridge
FRPL_eligible_k12,RFE,Ridge,1.0,1,RFE - Ridge
stu_tch_ratio,RFE,Ridge,1.0,1,RFE - Ridge
sch_type,RFE,Ridge,0.0,0,RFE - Ridge
level_Elementary,RFE,Ridge,1.0,1,RFE - Ridge
urbanicity,RFE,Ridge,0.0,0,RFE - Ridge
title_I_receive,RFE,Ridge,0.0,0,RFE - Ridge
age_P,RFE,Ridge,0.0,0,RFE - Ridge
salary_P,RFE,Ridge,1.0,1,RFE - Ridge
yrs_P_this_sch,RFE,Ridge,0.0,0,RFE - Ridge
yrs_P_oth_schls,RFE,Ridge,0.0,0,RFE - Ridge
yrs_tch_before_P,RFE,Ridge,0.0,0,RFE - Ridge
yrs_tch_since_P,RFE,Ridge,0.0,0,RFE - Ridge
deg_highest_P,RFE,Ridge,0.0,0,RFE - Ridge
race_P_Black,RFE,Ridge,0.0,0,RFE - Ridge
race_P_White,RFE,Ridge,0.0,0,RFE - Ridge
race_P_Hispanic,RFE,Ridge,0.0,0,RFE - Ridge
gender_P_Female,RFE,Ridge,0.0,0,RFE - Ridge
incen_pay,RFE,Ridge,0.0,0,RFE - Ridge
incen_NonSTEM,RFE,Ridge,0.0,0,RFE - Ridge
vacnc_STEM,RFE,Random Forest,1.0,1,RFE - Random Forest
num_dependents,RFE,Random Forest,1.0,1,RFE - Random Forest
region_Northeast,RFE,Random Forest,1.0,1,RFE - Random Forest
region_West,RFE,Random Forest,1.0,1,RFE - Random Forest
married,RFE,Random Forest,1.0,1,RFE - Random Forest
race_T_White,RFE,Random Forest,1.0,1,RFE - Random Forest
race_T_Black,RFE,Random Forest,0.0,0,RFE - Random Forest
race_T_Hispanic,RFE,Random Forest,0.0,0,RFE - Random Forest
gender_T_Female,RFE,Random Forest,1.0,1,RFE - Random Forest
summer_teaching,RFE,Random Forest,1.0,1,RFE - Random Forest
nonteaching_job,RFE,Random Forest,1.0,1,RFE - Random Forest
nonschool_job,RFE,Random Forest,1.0,1,RFE - Random Forest
extracur_act,RFE,Random Forest,1.0,1,RFE - Random Forest
merit_pay,RFE,Random Forest,1.0,1,RFE - Random Forest
union_member,RFE,Random Forest,1.0,1,RFE - Random Forest
BA_major_STEM,RFE,Random Forest,1.0,1,RFE - Random Forest
MA_major_STEM,RFE,Random Forest,0.0,0,RFE - Random Forest
field_cert_Regular,RFE,Random Forest,1.0,1,RFE - Random Forest
deg_T_MA,RFE,Random Forest,1.0,1,RFE - Random Forest
pd_time,RFE,Random Forest,1.0,1,RFE - Random Forest
pd_finance,RFE,Random Forest,1.0,1,RFE - Random Forest
remain_teaching,RFE,Random Forest,1.0,1,RFE - Random Forest
field_STEM,RFE,Random Forest,1.0,1,RFE - Random Forest
hrs_taught_STEM,RFE,Random Forest,1.0,1,RFE - Random Forest
public_ft_exp,RFE,Random Forest,1.0,1,RFE - Random Forest
public_pt_exp,RFE,Random Forest,1.0,1,RFE - Random Forest
private_ft_exp,RFE,Random Forest,1.0,1,RFE - Random Forest
field_same,RFE,Random Forest,1.0,1,RFE - Random Forest
full_time,RFE,Random Forest,1.0,1,RFE - Random Forest
teaches_7to12,RFE,Random Forest,1.0,1,RFE - Random Forest
new_teacher,RFE,Random Forest,1.0,1,RFE - Random Forest
minority_students,RFE,Random Forest,1.0,1,RFE - Random Forest
FRPL_eligible_k12,RFE,Random Forest,1.0,1,RFE - Random Forest
stu_tch_ratio,RFE,Random Forest,1.0,1,RFE - Random Forest
sch_type,RFE,Random Forest,1.0,1,RFE - Random Forest
level_Elementary,RFE,Random Forest,1.0,1,RFE - Random Forest
urbanicity,RFE,Random Forest,1.0,1,RFE - Random Forest
title_I_receive,RFE,Random Forest,1.0,1,RFE - Random Forest
age_P,RFE,Random Forest,1.0,1,RFE - Random Forest
salary_P,RFE,Random Forest,1.0,1,RFE - Random Forest
yrs_P_this_sch,RFE,Random Forest,1.0,1,RFE - Random Forest
yrs_P_oth_schls,RFE,Random Forest,1.0,1,RFE - Random Forest
yrs_tch_before_P,RFE,Random Forest,1.0,1,RFE - Random Forest
yrs_tch_since_P,RFE,Random Forest,1.0,1,RFE - Random Forest
deg_highest_P,RFE,Random Forest,1.0,1,RFE - Random Forest
race_P_Black,RFE,Random Forest,0.0,0,RFE - Random Forest
race_P_White,RFE,Random Forest,1.0,1,RFE - Random Forest
race_P_Hispanic,RFE,Random Forest,0.0,0,RFE - Random Forest
gender_P_Female,RFE,Random Forest,1.0,1,RFE - Random Forest
incen_pay,RFE,Random Forest,1.0,1,RFE - Random Forest
incen_NonSTEM,RFE,Random Forest,1.0,1,RFE - Random Forest
vacnc_STEM,SFS,KNN,0.0,0,SFS - KNN
num_dependents,SFS,KNN,1.0,1,SFS - KNN
region_Northeast,SFS,KNN,0.0,0,SFS - KNN
region_West,SFS,KNN,0.0,0,SFS - KNN
married,SFS,KNN,0.0,0,SFS - KNN
race_T_White,SFS,KNN,1.0,1,SFS - KNN
race_T_Black,SFS,KNN,1.0,1,SFS - KNN
race_T_Hispanic,SFS,KNN,1.0,1,SFS - KNN
gender_T_Female,SFS,KNN,0.0,0,SFS - KNN
summer_teaching,SFS,KNN,0.0,0,SFS - KNN
nonteaching_job,SFS,KNN,1.0,1,SFS - KNN
nonschool_job,SFS,KNN,1.0,1,SFS - KNN
extracur_act,SFS,KNN,0.0,0,SFS - KNN
merit_pay,SFS,KNN,0.0,0,SFS - KNN
union_member,SFS,KNN,1.0,1,SFS - KNN
BA_major_STEM,SFS,KNN,1.0,1,SFS - KNN
MA_major_STEM,SFS,KNN,1.0,1,SFS - KNN
field_cert_Regular,SFS,KNN,0.0,0,SFS - KNN
deg_T_MA,SFS,KNN,1.0,1,SFS - KNN
pd_time,SFS,KNN,1.0,1,SFS - KNN
pd_finance,SFS,KNN,0.0,0,SFS - KNN
remain_teaching,SFS,KNN,1.0,1,SFS - KNN
field_STEM,SFS,KNN,0.0,0,SFS - KNN
hrs_taught_STEM,SFS,KNN,0.0,0,SFS - KNN
public_ft_exp,SFS,KNN,1.0,1,SFS - KNN
public_pt_exp,SFS,KNN,1.0,1,SFS - KNN
private_ft_exp,SFS,KNN,1.0,1,SFS - KNN
field_same,SFS,KNN,0.0,0,SFS - KNN
full_time,SFS,KNN,0.0,0,SFS - KNN
teaches_7to12,SFS,KNN,1.0,1,SFS - KNN
new_teacher,SFS,KNN,1.0,1,SFS - KNN
minority_students,SFS,KNN,0.0,0,SFS - KNN
FRPL_eligible_k12,SFS,KNN,0.0,0,SFS - KNN
stu_tch_ratio,SFS,KNN,1.0,1,SFS - KNN
sch_type,SFS,KNN,1.0,1,SFS - KNN
level_Elementary,SFS,KNN,1.0,1,SFS - KNN
urbanicity,SFS,KNN,0.0,0,SFS - KNN
title_I_receive,SFS,KNN,0.0,0,SFS - KNN
