model,n Selected,type,Counts,Method,Train Accuracy,Test Accuracy,MCC,F1,features,index
Lasso,26,by methods,n/a,Feature Importance - Random Forest,0.7287087912087912,0.75,0.4716087645301156,0.7463369963369962,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'yrs_P_this_sch', 'teaches_7to12', 'region_West', 'gender_P_Female', 'deg_highest_P', 'FRPL_eligible_k12', 'yrs_tch_since_P', 'salary_P', 'married', 'extracur_act', 'age_P', 'yrs_tch_before_P', 'yrs_P_oth_schls', 'urbanicity', 'pd_finance', 'minority_students', 'hrs_taught_STEM']","[[ 1]
 [ 3]
 [ 4]
 [12]
 [14]
 [18]
 [20]
 [21]
 [23]
 [24]
 [25]
 [29]
 [30]
 [31]
 [32]
 [33]
 [35]
 [36]
 [38]
 [39]
 [40]
 [41]
 [42]
 [43]
 [44]
 [48]]"
Lasso,44,by methods,n/a,Permutation Importance - Random Forest,0.7290521978021978,0.7445054945054945,0.46080822675684247,0.7414416576113383,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'yrs_P_this_sch', 'region_West', 'gender_P_Female', 'deg_highest_P', 'FRPL_eligible_k12', 'yrs_tch_since_P', 'salary_P', 'private_ft_exp', 'married', 'age_P', 'BA_major_STEM', 'yrs_tch_before_P', 'yrs_P_oth_schls', 'urbanicity', 'summer_teaching', 'sch_type', 'race_T_Hispanic', 'pd_finance', 'nonschool_job', 'incen_pay', 'field_same', 'title_I_receive', 'race_T_Black', 'race_P_White', 'race_P_Black', 'pd_time', 'nonteaching_job', 'minority_students', 'hrs_taught_STEM', 'full_time', 'field_cert_Regular', 'vacnc_STEM', 'merit_pay', 'incen_NonSTEM', 'field_STEM']","[[ 0]
 [ 1]
 [ 3]
 [ 4]
 [ 6]
 [ 7]
 [ 9]
 [10]
 [11]
 [13]
 [14]
 [15]
 [17]
 [18]
 [19]
 [20]
 [21]
 [22]
 [23]
 [24]
 [25]
 [26]
 [27]
 [28]
 [30]
 [31]
 [32]
 [33]
 [34]
 [35]
 [36]
 [37]
 [38]
 [39]
 [40]
 [41]
 [42]
 [43]
 [44]
 [45]
 [46]
 [48]
 [49]
 [50]]"
Lasso,23,by methods,n/a,Permutation Importance - Gradient Boosting,0.728021978021978,0.7431318681318682,0.4588042143416642,0.740588030143251,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'num_dependents', 'new_teacher', 'deg_T_MA', 'yrs_P_this_sch', 'teaches_7to12', 'region_West', 'gender_P_Female', 'FRPL_eligible_k12', 'yrs_tch_since_P', 'extracur_act', 'age_P', 'yrs_P_oth_schls', 'summer_teaching', 'race_T_Hispanic', 'nonschool_job', 'race_T_White', 'race_P_Black', 'full_time']","[[ 1]
 [ 3]
 [ 5]
 [ 7]
 [ 9]
 [11]
 [12]
 [14]
 [18]
 [21]
 [24]
 [25]
 [28]
 [29]
 [30]
 [32]
 [35]
 [38]
 [40]
 [41]
 [43]
 [45]
 [48]]"
Lasso,18,by methods,n/a,RFE - Ridge,0.7287087912087912,0.7431318681318682,0.4577099048900519,0.7399406877026673,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'region_West', 'FRPL_eligible_k12', 'salary_P', 'married', 'extracur_act', 'BA_major_STEM', 'summer_teaching', 'field_same', 'field_cert_Regular']","[[ 1]
 [ 3]
 [ 4]
 [ 9]
 [12]
 [14]
 [15]
 [17]
 [18]
 [21]
 [24]
 [25]
 [27]
 [30]
 [32]
 [33]
 [35]
 [39]]"
Lasso,46,by methods,n/a,RFE - Random Forest,0.7273351648351648,0.75,0.472509864061863,0.7470020520713095,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'yrs_P_this_sch', 'teaches_7to12', 'region_West', 'gender_P_Female', 'deg_highest_P', 'FRPL_eligible_k12', 'yrs_tch_since_P', 'salary_P', 'private_ft_exp', 'married', 'extracur_act', 'age_P', 'BA_major_STEM', 'yrs_tch_before_P', 'yrs_P_oth_schls', 'urbanicity', 'summer_teaching', 'sch_type', 'pd_finance', 'nonschool_job', 'incen_pay', 'field_same', 'title_I_receive', 'race_T_White', 'race_P_White', 'pd_time', 'nonteaching_job', 'minority_students', 'hrs_taught_STEM', 'full_time', 'field_cert_Regular', 'vacnc_STEM', 'merit_pay', 'incen_NonSTEM', 'gender_T_Female', 'region_Northeast', 'field_STEM']","[[ 0]
 [ 1]
 [ 2]
 [ 3]
 [ 4]
 [ 5]
 [ 8]
 [ 9]
 [10]
 [11]
 [12]
 [13]
 [14]
 [15]
 [17]
 [18]
 [19]
 [20]
 [21]
 [22]
 [23]
 [24]
 [25]
 [26]
 [27]
 [28]
 [29]
 [30]
 [31]
 [32]
 [33]
 [34]
 [35]
 [36]
 [37]
 [38]
 [39]
 [40]
 [41]
 [42]
 [43]
 [44]
 [46]
 [48]
 [49]
 [50]]"
Lasso,25,by methods,n/a,SFS - KNN,0.7249313186813187,0.7513736263736264,0.47468731899982697,0.7478439152149942,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'teaches_7to12', 'gender_P_Female', 'deg_highest_P', 'private_ft_exp', 'BA_major_STEM', 'sch_type', 'race_T_Hispanic', 'nonschool_job', 'race_T_White', 'race_T_Black', 'race_P_White', 'race_P_Black', 'pd_time', 'nonteaching_job', 'MA_major_STEM', 'race_P_Hispanic']","[[ 1]
 [ 5]
 [ 6]
 [ 7]
 [10]
 [11]
 [14]
 [15]
 [16]
 [18]
 [19]
 [21]
 [24]
 [25]
 [26]
 [29]
 [30]
 [33]
 [34]
 [35]
 [44]
 [45]
 [46]
 [47]
 [48]]"
Lasso,25,by methods,n/a,SFS - Ridge,0.7266483516483516,0.7376373626373627,0.4459980912188292,0.7343779216642218,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'stu_tch_ratio', 'yrs_P_this_sch', 'teaches_7to12', 'gender_P_Female', 'deg_highest_P', 'private_ft_exp', 'age_P', 'BA_major_STEM', 'yrs_tch_before_P', 'sch_type', 'race_T_Hispanic', 'incen_pay', 'field_same', 'race_T_White', 'race_T_Black', 'race_P_White', 'pd_time', 'gender_T_Female', 'MA_major_STEM', 'region_Northeast', 'race_P_Hispanic']","[[ 2]
 [ 5]
 [ 6]
 [ 7]
 [ 8]
 [15]
 [16]
 [19]
 [21]
 [24]
 [25]
 [26]
 [27]
 [29]
 [33]
 [34]
 [35]
 [38]
 [40]
 [42]
 [44]
 [46]
 [47]
 [48]
 [49]]"
Ridge,51,by counts,2,,0.7321428571428571,0.7472527472527473,0.4677320990679838,0.7448517986631357,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'yrs_P_this_sch', 'teaches_7to12', 'region_West', 'gender_P_Female', 'deg_highest_P', 'FRPL_eligible_k12', 'yrs_tch_since_P', 'salary_P', 'private_ft_exp', 'married', 'extracur_act', 'age_P', 'BA_major_STEM', 'yrs_tch_before_P', 'yrs_P_oth_schls', 'urbanicity', 'summer_teaching', 'sch_type', 'race_T_Hispanic', 'pd_finance', 'nonschool_job', 'incen_pay', 'field_same', 'title_I_receive', 'race_T_White', 'race_T_Black', 'race_P_White', 'race_P_Black', 'pd_time', 'nonteaching_job', 'minority_students', 'hrs_taught_STEM', 'full_time', 'field_cert_Regular', 'vacnc_STEM', 'merit_pay', 'incen_NonSTEM', 'gender_T_Female', 'MA_major_STEM', 'region_Northeast', 'race_P_Hispanic', 'field_STEM']","[[ 0]
 [ 1]
 [ 2]
 [ 3]
 [ 4]
 [ 5]
 [ 6]
 [ 7]
 [ 8]
 [ 9]
 [10]
 [11]
 [12]
 [13]
 [14]
 [15]
 [16]
 [17]
 [18]
 [19]
 [20]
 [21]
 [22]
 [23]
 [24]
 [25]
 [26]
 [27]
 [28]
 [29]
 [30]
 [31]
 [32]
 [33]
 [34]
 [35]
 [36]
 [37]
 [38]
 [39]
 [40]
 [41]
 [42]
 [43]
 [44]
 [45]
 [46]
 [47]
 [48]
 [49]
 [50]]"
Ridge,48,by counts,3,,0.7287087912087912,0.7458791208791209,0.465015913631607,0.7435665951843909,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'yrs_P_this_sch', 'teaches_7to12', 'region_West', 'gender_P_Female', 'deg_highest_P', 'FRPL_eligible_k12', 'yrs_tch_since_P', 'salary_P', 'private_ft_exp', 'married', 'extracur_act', 'age_P', 'BA_major_STEM', 'yrs_tch_before_P', 'yrs_P_oth_schls', 'urbanicity', 'summer_teaching', 'sch_type', 'race_T_Hispanic', 'pd_finance', 'nonschool_job', 'incen_pay', 'field_same', 'title_I_receive', 'race_T_White', 'race_T_Black', 'race_P_White', 'race_P_Black', 'pd_time', 'nonteaching_job', 'minority_students', 'hrs_taught_STEM', 'full_time', 'field_cert_Regular', 'vacnc_STEM', 'merit_pay', 'incen_NonSTEM', 'gender_T_Female', 'MA_major_STEM']","[[ 0]
 [ 1]
 [ 3]
 [ 4]
 [ 5]
 [ 6]
 [ 7]
 [ 8]
 [ 9]
 [10]
 [11]
 [12]
 [13]
 [14]
 [15]
 [16]
 [17]
 [18]
 [19]
 [20]
 [21]
 [23]
 [24]
 [25]
 [26]
 [27]
 [28]
 [29]
 [30]
 [31]
 [32]
 [33]
 [34]
 [35]
 [36]
 [37]
 [38]
 [39]
 [40]
 [41]
 [42]
 [43]
 [44]
 [45]
 [46]
 [48]
 [49]
 [50]]"
Ridge,43,by counts,4,,0.7307692307692307,0.7431318681318682,0.4600330236398054,0.7411929380273059,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'yrs_P_this_sch', 'teaches_7to12', 'region_West', 'gender_P_Female', 'deg_highest_P', 'FRPL_eligible_k12', 'yrs_tch_since_P', 'salary_P', 'private_ft_exp', 'married', 'extracur_act', 'age_P', 'BA_major_STEM', 'yrs_tch_before_P', 'yrs_P_oth_schls', 'urbanicity', 'summer_teaching', 'sch_type', 'race_T_Hispanic', 'pd_finance', 'nonschool_job', 'incen_pay', 'field_same', 'title_I_receive', 'race_T_White', 'race_T_Black', 'race_P_White', 'race_P_Black', 'pd_time', 'nonteaching_job', 'minority_students', 'hrs_taught_STEM', 'full_time', 'field_cert_Regular']","[[ 1]
 [ 3]
 [ 4]
 [ 5]
 [ 6]
 [ 7]
 [ 9]
 [10]
 [11]
 [12]
 [14]
 [15]
 [17]
 [18]
 [19]
 [20]
 [21]
 [23]
 [24]
 [25]
 [26]
 [27]
 [28]
 [29]
 [30]
 [31]
 [32]
 [33]
 [34]
 [35]
 [36]
 [37]
 [38]
 [39]
 [40]
 [41]
 [42]
 [43]
 [44]
 [45]
 [46]
 [48]
 [49]]"
Ridge,32,by counts,5,,0.7304258241758241,0.7472527472527473,0.4677320990679838,0.7448517986631357,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'yrs_P_this_sch', 'teaches_7to12', 'region_West', 'gender_P_Female', 'deg_highest_P', 'FRPL_eligible_k12', 'yrs_tch_since_P', 'salary_P', 'private_ft_exp', 'married', 'extracur_act', 'age_P', 'BA_major_STEM', 'yrs_tch_before_P', 'yrs_P_oth_schls', 'urbanicity', 'summer_teaching', 'sch_type', 'race_T_Hispanic', 'pd_finance', 'nonschool_job', 'incen_pay', 'field_same']","[[ 1]
 [ 3]
 [ 4]
 [ 7]
 [ 9]
 [11]
 [12]
 [14]
 [15]
 [18]
 [20]
 [21]
 [24]
 [25]
 [26]
 [27]
 [29]
 [30]
 [32]
 [33]
 [34]
 [35]
 [36]
 [38]
 [39]
 [40]
 [41]
 [42]
 [43]
 [44]
 [48]
 [49]]"
Ridge,22,by counts,6,,0.7276785714285714,0.7568681318681318,0.48644108139674797,0.7534164253759887,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'yrs_P_this_sch', 'teaches_7to12', 'region_West', 'gender_P_Female', 'deg_highest_P', 'FRPL_eligible_k12', 'yrs_tch_since_P', 'salary_P', 'private_ft_exp', 'married', 'extracur_act', 'age_P', 'BA_major_STEM']","[[ 1]
 [ 3]
 [ 4]
 [12]
 [14]
 [15]
 [18]
 [21]
 [24]
 [25]
 [26]
 [29]
 [30]
 [32]
 [33]
 [35]
 [38]
 [39]
 [40]
 [43]
 [44]
 [48]]"
Ridge,15,by counts,7,,0.7232142857142857,0.7458791208791209,0.462933556602906,0.7422714050539996,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'yrs_P_this_sch', 'teaches_7to12', 'region_West', 'gender_P_Female', 'deg_highest_P', 'FRPL_eligible_k12']","[[ 1]
 [ 3]
 [14]
 [18]
 [21]
 [24]
 [25]
 [29]
 [30]
 [32]
 [33]
 [35]
 [40]
 [44]
 [48]]"
Ridge,9,by counts,8,,0.7197802197802198,0.7472527472527473,0.46518469240964266,0.7430772655768013,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA']","[[ 1]
 [14]
 [18]
 [21]
 [24]
 [25]
 [30]
 [33]
 [35]]"
Ridge,4,by counts,9,,0.71875,0.7293956043956044,0.4280442285801994,0.7257963713265826,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary']","[[21]
 [24]
 [25]
 [35]]"
Ridge,33,by methods,n/a,Variance Threshold,0.729739010989011,0.7431318681318682,0.4584243493653511,0.7403770035845507,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'yrs_P_this_sch', 'teaches_7to12', 'region_West', 'gender_P_Female', 'deg_highest_P', 'FRPL_eligible_k12', 'yrs_tch_since_P', 'salary_P', 'private_ft_exp', 'married', 'extracur_act', 'age_P', 'yrs_tch_before_P', 'yrs_P_oth_schls', 'urbanicity', 'sch_type', 'pd_finance', 'nonschool_job', 'incen_pay', 'title_I_receive', 'minority_students', 'hrs_taught_STEM', 'vacnc_STEM', 'gender_T_Female']","[[ 0]
 [ 1]
 [ 3]
 [ 4]
 [ 8]
 [11]
 [12]
 [14]
 [18]
 [20]
 [21]
 [23]
 [24]
 [25]
 [26]
 [29]
 [30]
 [31]
 [32]
 [33]
 [34]
 [35]
 [36]
 [37]
 [38]
 [39]
 [40]
 [41]
 [42]
 [43]
 [44]
 [48]
 [49]]"
Ridge,35,by methods,n/a,Regularization - Lasso,0.7273351648351648,0.7417582417582418,0.4564958489724074,0.7395101550235478,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'yrs_P_this_sch', 'teaches_7to12', 'region_West', 'deg_highest_P', 'FRPL_eligible_k12', 'yrs_tch_since_P', 'salary_P', 'private_ft_exp', 'married', 'extracur_act', 'BA_major_STEM', 'urbanicity', 'summer_teaching', 'race_T_Hispanic', 'pd_finance', 'incen_pay', 'field_same', 'title_I_receive', 'race_T_Black', 'race_P_Black', 'nonteaching_job', 'full_time', 'field_cert_Regular', 'merit_pay', 'incen_NonSTEM', 'MA_major_STEM']","[[ 1]
 [ 3]
 [ 4]
 [ 6]
 [ 7]
 [ 9]
 [10]
 [12]
 [13]
 [14]
 [15]
 [16]
 [17]
 [18]
 [20]
 [21]
 [24]
 [25]
 [26]
 [27]
 [28]
 [29]
 [30]
 [32]
 [33]
 [35]
 [36]
 [37]
 [39]
 [40]
 [43]
 [44]
 [45]
 [49]
 [50]]"
Ridge,26,by methods,n/a,Feature Importance - Random Forest,0.729739010989011,0.7445054945054945,0.46116046796453175,0.7416586451322738,"['remain_teaching', 'public_pt_exp', 'public_ft_exp', 'level_Elementary', 'union_member', 'stu_tch_ratio', 'num_dependents', 'new_teacher', 'deg_T_MA', 'yrs_P_this_sch', 'teaches_7to12', 'region_West', 'gender_P_Female', 'deg_highest_P', 'FRPL_eligible_k12', 'yrs_tch_since_P', 'salary_P', 'married', 'extracur_act', 'age_P', 'yrs_tch_before_P', 'yrs_P_oth_schls', 'urbanicity', 'pd_finance', 'minority_students', 'hrs_taught_STEM']","[[ 1]
 [ 3]
 [ 4]
 [12]
 [14]
 [18]
 [20]
 [21]
 [23]
 [24]
 [25]
 [29]
 [30]
 [31]
 [32]
 [33]
 [35]
 [36]
 [38]
 [39]
 [40]
 [41]
 [42]
 [43]
 [44]
 [48]]"
